receipt, quantity, food_id, month
38043,2,2,3
38043,1,7,3
38044,1,18,2
38044,2,35,2
38044,3,5,2
38045,1,14,9
38045,3,44,9
38045,2,0,9
38045,4,28,9
38045,5,39,9
38046,2,18,1
38046,4,35,1
38046,1,3,1
38047,3,6,6
38047,1,28,6
38047,2,43,6
38048,4,17,8
38048,2,47,8
38048,1,29,8
38049,1,42,12
38049,1,34,12
38049,5,1,12
38049,4,7,12
38049,5,26,12
38050,1,12,6
38050,2,31,6
38050,2,36,6
38050,2,48,6
38051,2,43,9
38051,1,35,9
38051,5,7,9
38052,2,22,10
38052,4,5,10
38052,4,8,10
38053,5,10,10
38053,3,49,10
38054,1,28,3
38054,4,27,3
38054,3,25,3
38054,4,1,3
38054,4,23,3
38055,3,7,10
38055,4,14,10
38055,1,43,10
38055,1,11,10
38055,3,4,10
38056,3,0,4
38056,2,16,4
38056,5,41,4
38056,2,42,4
38057,3,28,6
38057,4,27,6
38057,3,37,6
38058,1,4,9
38058,4,9,9
38059,2,7,3
38059,4,11,3
38059,4,37,3
38059,5,45,3
38060,4,35,9
38060,2,28,9
38060,2,10,9
38061,5,14,9
38061,4,33,9
38061,3,18,9
38062,5,4,4
38062,1,9,4
38062,4,7,4
38062,5,3,4
38063,3,18,1
38063,5,35,1
38063,1,3,1
38064,5,28,9
38064,4,38,9
38064,4,39,9
38064,4,15,9
38065,2,22,2
38065,4,5,2
38066,1,7,9
38066,4,11,9
38066,1,37,9
38066,1,45,9
38067,4,0,9
38067,4,46,9
38067,4,2,9
38067,1,25,9
38068,3,22,11
38068,3,11,11
38069,3,17,10
38069,5,47,10
38069,2,49,10
38070,2,17,8
38070,2,47,8
38070,2,29,8
38071,2,7,3
38071,4,11,3
38071,1,37,3
38072,3,46,6
38072,3,40,6
38072,5,3,6
38072,2,31,6
38072,1,21,6
38072,4,36,6
38073,1,7,10
38073,5,15,10
38073,5,49,10
38074,4,18,4
38074,1,35,4
38074,3,3,4
38074,4,9,4
38075,4,7,5
38075,2,11,5
38075,2,37,5
38075,5,45,5
38076,3,42,10
38076,3,33,10
38077,2,19,10
38077,4,17,10
38077,3,27,10
38077,2,2,10
38078,3,4,9
38078,1,9,9
38079,4,7,12
38079,5,11,12
38079,5,37,12
38079,2,45,12
38080,1,4,7
38080,1,9,7
38080,4,46,7
38080,2,36,7
38080,1,38,7
38081,3,16,10
38081,2,32,10
38081,4,45,10
38082,1,46,6
38082,2,8,6
38082,5,5,6
38082,2,43,6
38083,2,45,10
38083,5,25,10
38084,5,16,8
38084,2,32,8
38084,5,45,8
38085,2,33,11
38086,1,6,10
38087,1,28,10
38087,1,34,10
38088,4,22,3
38088,2,5,3
38088,5,9,3
38089,5,23,7
38089,1,24,7
38089,5,40,7
38089,1,41,7
38089,3,43,7
38090,3,45,3
38090,1,5,3
38090,3,28,3
38090,1,6,3
38091,4,14,10
38091,1,7,10
38092,3,4,1
38092,4,9,1
38092,5,49,1
38093,3,7,7
38093,4,11,7
38093,4,37,7
38093,1,45,7
38093,1,23,7
38093,3,25,7
38094,2,38,11
38094,5,15,11
38094,3,41,11
38095,3,40,3
38095,3,0,3
38095,1,10,3
38096,2,42,6
38096,3,9,6
38096,5,39,6
38096,1,28,6
38096,3,1,6
38096,4,16,6
38096,3,40,6
38096,3,3,6
38097,4,24,5
38097,4,2,5
38097,3,7,5
38097,2,21,5
38097,4,17,5
38098,4,7,5
38098,1,15,5
38098,4,49,5
38099,3,18,1
38099,2,35,1
38099,2,24,1
38099,3,40,1
38100,5,1,10
38100,5,45,10
38100,2,11,10
38101,5,43,1
38101,4,20,1
38101,2,21,1
38102,1,42,7
38102,2,33,7
38102,1,32,7
38102,3,34,7
38103,1,16,9
38103,3,32,9
38104,1,32,10
38104,1,18,10
38104,3,7,10
38104,3,14,10
38105,1,4,7
38105,4,9,7
38106,1,12,5
38106,5,31,5
38106,1,36,5
38106,3,48,5
38107,5,22,7
38107,1,34,7
38107,4,9,7
38108,1,28,1
38108,4,27,1
38108,4,17,1
38108,1,41,1
38109,1,1,4
38109,4,19,4
38109,4,21,4
38109,5,40,4
38110,3,28,11
38110,2,27,11
38110,4,19,11
38111,4,4,1
38111,4,19,1
38112,1,16,12
38112,5,40,12
38112,4,36,12
38112,2,1,12
38112,2,15,12
38113,4,14,3
38113,5,44,3
38113,2,24,3
38114,3,18,11
38114,4,35,11
38114,2,3,11
38115,3,34,3
38115,5,18,3
38116,2,12,1
38116,2,31,1
38116,3,36,1
38116,5,48,1
38117,4,28,10
38117,3,49,10
38117,5,13,10
38118,3,7,10
38118,3,11,10
38118,1,37,10
38118,2,45,10
38119,5,1,6
38119,1,19,6
38119,5,5,6
38120,5,7,4
38120,2,11,4
38120,3,37,4
38120,4,45,4
38120,2,28,4
38121,4,49,9
38121,3,4,9
38121,4,20,9
38122,1,31,6
38122,3,19,6
38123,1,22,8
38123,1,5,8
38123,1,9,8
38124,4,28,3
38124,3,27,3
38124,4,8,3
38124,4,13,3
38125,3,27,12
38125,4,22,12
38125,4,48,12
38126,3,42,10
38126,5,33,10
38126,5,24,10
38126,5,26,10
38126,3,38,10
38126,1,39,10
38126,2,3,10
38126,5,10,10
38127,5,7,2
38127,5,11,2
38127,2,37,2
38127,2,45,2
38128,2,14,5
38128,2,44,5
38128,2,21,5
38129,4,42,11
38129,5,33,11
38129,4,45,11
38130,2,13,9
38130,4,10,9
38130,4,42,9
38131,3,18,8
38131,5,35,8
38131,2,39,8
38131,2,1,8
38131,4,14,8
38131,4,5,8
38131,5,6,8
38132,3,23,10
38132,2,24,10
38132,3,40,10
38132,2,41,10
38132,3,43,10
38133,1,40,5
38133,1,27,5
38133,2,37,5
38133,2,29,5
38133,5,20,5
38133,5,39,5
38133,4,23,5
38133,2,9,5
38134,1,4,9
38134,2,9,9
38134,4,47,9
38135,3,42,3
38135,2,33,3
38135,1,45,3
38136,1,7,8
38136,3,25,8
38137,4,7,6
38137,1,15,6
38137,5,49,6
38138,4,4,9
38138,5,9,9
38138,3,32,9
38138,1,30,9
38138,3,39,9
38139,2,22,8
38139,3,5,8
38139,4,25,8
38140,5,0,5
38140,1,46,5
38140,1,2,5
38140,1,49,5
38141,2,22,12
38141,5,5,12
38141,1,18,12
38142,5,0,11
38142,4,46,11
38142,4,2,11
38143,5,7,9
38143,1,11,9
38143,3,37,9
38143,3,45,9
38143,3,46,9
38143,2,5,9
38143,3,19,9
38143,4,6,9
38144,1,16,5
38144,2,32,5
38145,5,42,3
38145,3,33,3
38145,3,39,3
38146,3,11,8
38146,4,30,8
38146,5,38,8
38147,5,23,4
38147,5,24,4
38147,3,40,4
38147,3,41,4
38147,3,43,4
38148,1,18,10
38148,4,35,10
38148,2,37,10
38148,1,49,10
38149,1,2,12
38149,5,37,12
38149,3,16,12
38150,1,28,3
38150,2,27,3
38151,4,1,7
38151,1,19,7
38151,2,48,7
38151,2,39,7
38152,3,4,11
38152,3,9,11
38152,4,24,11
38152,4,8,11
38152,5,16,11
38153,2,1,1
38153,4,7,1
38153,4,34,1
38153,4,16,1
38154,2,32,2
38154,2,9,2
38155,5,4,7
38155,2,11,7
38156,5,7,2
38156,3,15,2
38156,4,49,2
38157,1,4,6
38157,2,33,6
38158,4,12,3
38158,5,31,3
38158,5,36,3
38158,5,48,3
38159,2,16,3
38159,4,32,3
38159,4,45,3
38159,5,21,3
38160,3,18,7
38160,4,35,7
38160,2,3,7
38160,3,9,7
38161,3,1,10
38161,5,19,10
38161,2,8,10
38162,5,35,8
38162,2,45,8
38162,1,24,8
38163,5,20,5
38163,2,38,5
38164,2,14,4
38165,3,16,4
38165,1,32,4
38165,1,38,4
38166,1,1,5
38166,5,24,5
38166,2,27,5
38166,4,3,5
38166,4,13,5
38166,1,37,5
38166,4,39,5
38167,5,1,3
38167,1,19,3
38167,4,13,3
38167,5,37,3
38168,1,44,10
38169,1,17,11
38169,3,47,11
38169,5,29,11
38169,4,43,11
38170,2,17,7
38170,5,47,7
38170,2,29,7
38171,3,18,9
38171,1,14,9
38172,5,45,2
38172,2,33,2
38172,2,9,2
38172,5,48,2
38172,5,8,2
38173,5,42,12
38173,3,33,12
38174,5,31,11
38174,5,25,11
38174,3,46,11
38174,5,34,11
38174,3,5,11
38174,4,45,11
38174,2,12,11
38175,4,45,10
38175,5,32,10
38175,5,22,10
38176,1,22,9
38176,1,5,9
38176,3,17,9
38176,2,48,9
38176,1,6,9
38176,1,1,9
38177,3,7,3
38177,3,33,3
38177,1,43,3
38177,5,13,3
38177,2,12,3
38177,1,15,3
38177,1,20,3
38177,4,1,3
38178,5,1,1
38178,1,19,1
38178,2,26,1
38178,2,15,1
38178,3,30,1
38178,1,3,1
38179,5,35,6
38180,4,14,8
38180,5,8,8
38180,4,11,8
38180,1,39,8
38180,5,30,8
38180,3,27,8
38180,2,38,8
38181,3,17,7
38181,2,47,7
38181,5,41,7
38181,5,49,7
38182,3,7,12
38182,1,11,12
38182,3,37,12
38182,3,45,12
38182,2,29,12
38183,1,31,3
38183,1,32,3
38183,5,16,3
38183,4,1,3
38184,2,32,2
38184,4,20,2
38185,5,22,10
38185,2,5,10
38186,3,14,2
38186,2,22,2
38186,4,23,2
38186,3,36,2
38186,1,4,2
38186,3,46,2
38187,5,1,1
38187,3,19,1
38187,4,17,1
38187,5,18,1
38187,1,9,1
38187,4,39,1
38187,4,25,1
38187,5,26,1
38188,2,16,6
38188,2,32,6
38188,4,45,6
38189,3,28,1
38189,1,49,1
38190,3,0,2
38190,2,46,2
38190,2,2,2
38190,3,19,2
38190,3,43,2
38190,4,34,2
38191,5,31,6
38191,4,26,6
38191,2,0,6
38191,5,32,6
38192,4,45,6
38192,5,41,6
38192,1,48,6
38193,1,4,9
38193,3,23,9
38193,1,25,9
38194,5,28,6
38194,2,27,6
38195,1,7,1
38195,4,11,1
38195,3,37,1
38195,3,45,1
38196,4,16,5
38196,5,23,5
38197,3,4,2
38197,3,9,2
38197,5,34,2
38198,3,26,11
38198,4,48,11
38198,3,7,11
38198,4,43,11
38198,1,0,11
38199,2,25,8
38199,3,42,8
38199,4,10,8
38199,2,44,8
38200,1,40,11
38200,1,13,11
38200,5,8,11
38200,4,11,11
38201,3,4,11
38201,3,9,11
38201,5,8,11
38201,3,32,11
38202,2,46,6
38203,2,34,2
38203,5,24,2
38203,2,22,2
38203,2,9,2
38203,3,31,2
38204,5,18,8
38204,3,35,8
38204,3,3,8
38205,4,0,6
38205,1,46,6
38205,1,2,6
38205,3,26,6
38206,4,45,11
38206,4,19,11
38206,2,39,11
38206,2,42,11
38206,3,23,11
38206,3,49,11
38207,4,6,12
38207,5,49,12
38207,1,35,12
38208,4,18,8
38208,5,35,8
38208,2,3,8
38209,1,20,6
38209,1,46,6
38209,3,28,6
38210,2,2,12
38210,5,0,12
38210,1,40,12
38211,3,46,11
38211,5,27,11
38212,1,16,9
38212,1,4,9
38212,3,35,9
38213,1,36,9
38213,2,25,9
38213,4,3,9
38213,2,32,9
38213,4,17,9
38214,3,11,11
38214,5,41,11
38214,4,8,11
38215,5,1,3
38215,3,19,3
38215,3,23,3
38216,5,42,5
38216,3,33,5
38217,1,22,1
38217,3,47,1
38217,5,34,1
38217,5,20,1
38218,4,7,10
38218,2,11,10
38218,4,37,10
38218,4,14,10
38218,5,44,10
38219,1,22,11
38220,3,1,2
38220,5,19,2
38220,1,28,2
38221,3,14,6
38221,5,2,6
38221,4,36,6
38222,2,11,5
38222,3,6,5
38222,4,20,5
38223,4,1,3
38223,3,19,3
38223,4,7,3
38224,5,20,2
38224,3,25,2
38224,5,8,2
38225,3,42,9
38225,3,33,9
38225,3,16,9
38225,1,30,9
38225,4,38,9
38226,1,18,10
38226,1,35,10
38226,3,4,10
38227,2,14,5
38227,3,44,5
38227,3,45,5
38227,4,35,5
38228,4,18,8
38228,4,35,8
38228,1,3,8
38229,5,28,8
38229,3,27,8
38229,3,29,8
38229,1,39,8
38230,3,1,4
38230,4,19,4
38230,5,8,4
38230,5,40,4
38230,1,14,4
38231,3,25,3
38231,4,49,3
38231,5,9,3
38232,4,18,4
38232,5,35,4
38232,1,3,4
38233,1,9,8
38233,2,11,8
38233,5,44,8
38234,2,47,4
38234,1,26,4
38234,3,3,4
38234,5,29,4
38235,2,14,10
38235,1,44,10
38236,5,49,12
38236,2,25,12
38236,2,41,12
38236,3,23,12
38236,5,12,12
38237,1,14,9
38237,4,44,9
38237,3,16,9
38238,5,36,3
38239,3,16,7
38239,5,32,7
38239,3,45,7
38240,1,28,4
38240,5,17,4
38241,4,18,5
38241,4,35,5
38241,3,26,5
38241,5,49,5
38241,1,32,5
38241,1,10,5
38242,1,11,6
38242,1,35,6
38242,4,9,6
38243,5,28,7
38243,3,27,7
38243,3,14,7
38244,5,22,10
38244,2,5,10
38244,4,10,10
38245,4,42,12
38245,4,30,12
38245,2,22,12
38245,5,39,12
38246,2,7,3
38246,3,15,3
38246,4,49,3
38246,1,41,3
38246,5,2,3
38247,2,42,9
38247,4,33,9
38248,3,18,3
38248,1,35,3
38248,1,3,3
38248,3,11,3
38248,2,40,3
38249,1,8,12
38249,3,33,12
38249,2,37,12
38250,3,19,3
38250,5,9,3
38250,4,26,3
38250,3,12,3
38251,2,0,3
38251,2,43,3
38251,3,22,3
38252,5,25,8
38252,3,28,8
38252,1,5,8
38253,2,28,2
38253,4,27,2
38254,5,22,8
38254,5,5,8
38255,1,18,5
38255,2,35,5
38255,1,3,5
38255,1,21,5
38255,2,26,5
38255,2,33,5
38256,1,33,3
38256,4,49,3
38256,2,7,3
38257,3,12,7
38257,3,6,7
38257,5,43,7
38258,4,4,7
38258,4,9,7
38258,5,20,7
38258,4,39,7
38258,4,3,7
38259,5,0,7
38259,5,46,7
38259,1,2,7
38260,1,16,6
38260,1,32,6
38260,1,45,6
38261,1,17,2
38261,2,47,2
38261,2,29,2
38261,1,11,2
38262,2,28,8
38262,4,27,8
38262,1,7,8
38263,3,16,7
38263,3,32,7
38263,5,45,7
38264,5,12,9
38264,4,6,9
38264,3,43,9
38264,2,11,9
38265,3,3,12
38265,5,36,12
38266,4,22,2
38266,5,47,2
38266,5,20,2
38266,3,8,2
38266,2,0,2
38266,1,1,2
38266,4,40,2
38267,1,17,11
38267,2,47,11
38267,5,29,11
38267,3,18,11
38268,3,16,11
38268,3,32,11
38268,3,45,11
38269,4,29,9
38269,1,34,9
38269,1,1,9
38270,2,45,2
38270,3,18,2
38270,2,14,2
38270,4,15,2
38271,3,28,6
38271,5,27,6
38271,1,7,6
38271,3,31,6
38271,3,25,6
38272,5,7,12
38272,4,11,12
38272,3,37,12
38272,2,45,12
38272,5,17,12
38273,4,26,8
38273,3,16,8
38273,4,39,8
38274,3,9,8
38274,3,46,8
38274,1,43,8
38275,5,7,10
38275,5,11,10
38275,5,37,10
38275,2,45,10
38276,4,9,12
38276,3,20,12
38277,5,22,7
38277,2,5,7
38278,4,3,7
38278,4,9,7
38279,1,4,6
38279,5,2,6
38279,1,28,6
38280,2,28,7
38280,3,27,7
38280,5,48,7
38281,1,4,5
38281,1,9,5
38281,3,13,5
38281,5,1,5
38281,4,25,5
38281,2,17,5
38281,4,31,5
38281,3,36,5
38282,2,22,11
38282,4,5,11
38282,4,8,11
38283,5,38,12
38283,4,36,12
38283,4,14,12
38283,1,28,12
38283,2,25,12
38283,2,44,12
38283,3,23,12
38284,3,4,6
38284,4,9,6
38285,2,43,8
38285,4,11,8
38285,1,48,8
38285,4,31,8
38286,1,22,5
38286,3,8,5
38286,2,39,5
38286,4,42,5
38286,3,11,5
38286,4,34,5
38286,5,14,5
38287,4,22,10
38287,4,5,10
38287,1,44,10
38288,1,16,1
38288,1,32,1
38288,5,45,1
38289,2,3,7
38290,1,9,4
38290,2,5,4
38290,4,11,4
38290,2,33,4
38291,5,2,12
38291,5,41,12
38291,2,34,12
38291,3,24,12
38291,2,5,12
38292,2,17,10
38292,3,47,10
38292,5,29,10
38293,5,16,10
38293,2,32,10
38293,3,45,10
38294,2,15,4
38294,3,22,4
38295,5,4,1
38295,2,35,1
38295,2,5,1
38295,1,22,1
38296,2,42,3
38296,1,33,3
38297,4,16,10
38297,3,32,10
38297,1,45,10
38298,4,7,12
38298,1,15,12
38298,1,49,12
38298,3,40,12
38298,4,11,12
38299,2,21,2
38299,2,27,2
38300,3,22,1
38300,4,5,1
38300,3,10,1
38301,5,16,8
38301,2,32,8
38301,1,45,8
38302,2,1,8
38302,5,41,8
38302,3,25,8
38303,3,3,12
38303,3,32,12
38303,1,21,12
38303,3,41,12
38304,5,28,9
38304,5,27,9
38305,2,23,2
38305,5,24,2
38305,1,40,2
38305,2,41,2
38305,2,43,2
38306,1,24,4
38306,3,30,4
38306,5,31,4
38306,2,41,4
38306,5,43,4
38307,5,2,8
38308,5,18,2
38308,2,35,2
38308,2,28,2
38309,5,27,5
38309,3,21,5
38309,2,34,5
38309,2,6,5
38309,2,20,5
38309,4,10,5
38309,3,38,5
38309,3,22,5
38310,3,12,8
38310,3,31,8
38310,3,36,8
38310,5,48,8
38311,2,23,7
38311,4,24,7
38311,3,40,7
38311,3,41,7
38311,3,43,7
38312,3,17,6
38312,2,47,6
38313,1,16,9
38313,5,32,9
38313,2,45,9
38314,5,20,9
38314,3,1,9
38314,2,7,9
38315,4,14,9
38315,1,44,9
38315,3,27,9
38315,1,35,9
38315,2,3,9
38316,2,18,8
38316,3,35,8
38316,5,27,8
38317,1,15,6
38317,2,24,6
38317,3,44,6
38318,3,13,8
38318,5,39,8
38318,1,36,8
38319,2,22,9
38319,1,36,9
38319,2,26,9
38319,2,5,9
38320,3,18,12
38320,2,39,12
38321,1,22,3
38321,1,5,3
38321,4,34,3
38321,3,39,3
38322,3,23,7
38322,1,24,7
38322,5,40,7
38322,1,41,7
38322,1,38,7
38322,1,17,7
38322,5,46,7
38323,4,19,4
38323,4,17,4
38323,1,37,4
38324,1,11,10
38324,4,33,10
38324,1,46,10
38324,5,1,10
38325,2,42,1
38325,4,33,1
38325,2,45,1
38325,1,36,1
38326,4,21,3
38326,2,7,3
38326,1,22,3
38327,4,7,5
38327,1,11,5
38327,4,37,5
38327,2,45,5
38327,2,48,5
38327,1,1,5
38327,1,17,5
38328,4,7,9
38328,5,15,9
38328,1,49,9
38329,4,24,5
38329,1,16,5
38329,5,40,5
38330,2,32,3
38330,2,4,3
38330,5,39,3
38330,5,42,3
38330,5,38,3
38330,1,8,3
38331,3,31,12
38331,1,10,12
38331,3,36,12
38331,1,26,12
38331,1,28,12
38331,4,19,12
38331,2,49,12
38332,5,16,4
38332,5,4,4
38332,4,46,4
38332,1,20,4
38332,1,2,4
38332,3,45,4
38332,4,1,4
38333,3,24,1
38333,2,21,1
38333,3,14,1
38334,4,1,10
38334,3,19,10
38334,4,49,10
38334,3,8,10
38335,4,12,2
38335,3,31,2
38335,3,36,2
38335,4,48,2
38336,4,14,4
38336,2,44,4
38337,5,42,4
38337,5,33,4
38338,2,7,2
38338,3,15,2
38338,2,49,2
38338,2,33,2
38339,1,16,7
38339,5,32,7
38339,1,45,7
38340,2,18,10
38340,4,35,10
38340,5,3,10
38340,1,11,10
38340,4,22,10
38341,5,1,11
38341,5,19,11
38341,5,33,11
38341,2,41,11
38342,3,42,11
38342,5,8,11
38342,2,22,11
38343,5,12,4
38344,1,4,6
38344,2,45,6
38344,2,46,6
38345,5,15,3
38345,4,33,3
38346,5,42,1
38346,5,14,1
38347,5,23,5
38347,5,24,5
38347,1,40,5
38347,1,41,5
38347,2,43,5
38348,3,28,6
38348,3,27,6
38349,3,10,2
38349,5,27,2
38349,2,8,2
38349,5,33,2
38349,1,45,2
38350,1,1,4
38350,3,19,4
38350,1,35,4
38350,1,17,4
38350,3,48,4
38351,3,9,8
38351,1,29,8
38351,5,14,8
38352,2,45,5
38352,5,48,5
38353,3,16,7
38353,5,32,7
38353,2,45,7
38354,3,6,4
38354,1,25,4
38354,2,34,4
38354,5,39,4
38355,4,16,8
38355,1,32,8
38355,4,45,8
38356,2,26,9
38356,3,2,9
38356,3,0,9
38356,5,43,9
38357,5,42,6
38357,1,33,6
38358,5,19,3
38358,1,15,3
38358,1,38,3
38358,5,41,3
38359,2,22,8
38359,3,5,8
38359,3,34,8
38360,3,7,5
38360,3,15,5
38360,1,21,5
38361,5,13,6
38361,2,36,6
38362,5,23,5
38362,2,24,5
38362,3,40,5
38362,4,41,5
38362,3,5,5
38363,2,11,6
38363,2,34,6
38363,5,48,6
38364,1,27,1
38364,4,4,1
38364,3,48,1
38364,4,36,1
38365,3,0,7
38365,1,46,7
38365,2,11,7
38365,1,20,7
38365,4,6,7
38366,4,14,7
38366,2,33,7
38367,4,49,1
38367,5,13,1
38368,2,0,10
38368,1,46,10
38368,2,44,10
38368,4,22,10
38369,4,17,9
38369,4,47,9
38369,1,29,9
38369,1,43,9
38370,1,22,7
38370,5,5,7
38370,2,34,7
38371,2,12,8
38371,1,31,8
38371,5,36,8
38371,4,48,8
38371,1,43,8
38372,4,12,11
38372,3,42,11
38372,5,19,11
38373,3,7,4
38373,4,15,4
38373,2,33,4
38374,4,18,6
38374,3,37,6
38375,2,9,6
38375,5,12,6
38375,2,18,6
38376,5,13,3
38376,1,8,3
38377,5,4,1
38377,1,0,1
38377,2,1,1
38377,3,46,1
38378,2,15,3
38378,5,9,3
38378,2,37,3
38379,3,17,5
38379,4,47,5
38379,1,34,5
38380,2,33,12
38380,3,16,12
38380,3,42,12
38380,5,27,12
38381,2,12,1
38381,3,7,1
38382,3,45,7
38382,1,9,7
38382,5,36,7
38382,5,22,7
38382,4,8,7
38382,2,10,7
38382,4,46,7
38382,3,14,7
38383,4,34,10
38384,4,12,3
38384,3,44,3
38385,4,18,8
38385,5,4,8
38385,2,9,8
38385,2,45,8
38385,5,24,8
38385,3,42,8
38386,5,1,10
38386,4,46,10
38386,3,0,10
38387,1,9,11
38387,5,49,11
38388,3,28,11
38388,5,14,11
38388,5,25,11
38388,5,47,11
38388,2,12,11
38388,2,40,11
38389,5,12,11
38389,2,31,11
38389,2,36,11
38389,5,48,11
38390,2,21,3
38390,2,8,3
38391,4,28,7
38391,5,35,7
38391,4,40,7
38392,1,1,7
38392,4,40,7
38392,5,6,7
38392,4,9,7
38393,3,4,9
38393,3,9,9
38393,2,20,9
38393,3,47,9
38394,3,49,2
38394,3,5,2
38394,3,23,2
38394,4,26,2
38394,1,43,2
38394,2,32,2
38395,4,28,11
38395,5,27,11
38395,1,2,11
38395,1,19,11
38396,5,12,11
38396,2,33,11
38396,4,30,11
38396,5,1,11
38396,1,15,11
38396,3,28,11
38396,4,24,11
38397,4,12,11
38397,1,31,11
38397,5,36,11
38397,3,48,11
38398,1,23,12
38398,5,24,12
38398,5,40,12
38398,3,41,12
38399,5,46,11
38399,1,10,11
38399,1,35,11
38399,4,42,11
38399,2,13,11
38399,2,19,11
38399,5,43,11
38400,3,38,2
38400,1,31,2
38400,4,48,2
38401,4,4,5
38401,2,9,5
38401,2,40,5
38402,3,11,10
38402,4,44,10
38403,1,15,11
38404,4,4,8
38404,1,9,8
38404,3,38,8
38404,4,0,8
38404,2,8,8
38405,4,7,8
38405,5,15,8
38405,1,49,8
38406,2,42,2
38406,4,33,2
38406,5,29,2
38406,5,19,2
38406,1,31,2
38406,5,47,2
38407,4,22,5
38407,2,18,5
38407,5,42,5
38407,1,6,5
38408,3,12,5
38408,5,31,5
38408,3,36,5
38408,4,46,5
38408,1,47,5
38409,4,14,5
38409,2,29,5
38409,3,19,5
38410,3,17,7
38410,1,47,7
38410,2,29,7
38411,3,16,3
38411,3,32,3
38411,3,45,3
38412,1,8,12
38412,2,29,12
38412,1,21,12
38412,3,5,12
38413,2,14,8
38413,1,44,8
38414,5,7,8
38414,3,11,8
38414,5,37,8
38414,5,45,8
38415,3,18,10
38415,2,35,10
38416,1,21,4
38416,3,9,4
38416,4,13,4
38417,2,14,2
38417,3,44,2
38417,3,32,2
38417,1,11,2
38417,2,48,2
38417,4,43,2
38417,5,17,2
38417,2,21,2
38418,1,22,3
38418,5,5,3
38418,3,49,3
38418,5,14,3
38419,5,18,6
38419,4,35,6
38419,4,3,6
38420,3,16,7
38420,5,21,7
38421,4,14,1
38421,1,44,1
38422,1,18,5
38422,5,35,5
38422,3,3,5
38423,2,16,5
38423,1,32,5
38423,4,45,5
38424,5,23,11
38424,5,24,11
38424,3,40,11
38424,1,41,11
38424,2,43,11
38425,4,28,3
38425,1,27,3
38425,2,13,3
38425,3,8,3
38426,5,40,11
38426,1,7,11
38426,1,35,11
38426,3,24,11
38426,2,1,11
38427,1,22,6
38427,3,13,6
38428,5,4,7
38428,5,9,7
38428,3,19,7
38428,4,32,7
38429,5,7,10
38429,4,11,10
38429,1,37,10
38429,3,36,10
38429,2,32,10
38429,1,29,10
38430,5,3,9
38430,5,44,9
38430,1,33,9
38430,2,11,9
38430,1,5,9
38431,4,32,10
38431,3,14,10
38432,4,37,4
38432,2,34,4
38432,3,32,4
38432,2,10,4
38432,2,47,4
38433,2,46,10
38433,4,42,10
38433,2,40,10
38433,4,49,10
38433,1,20,10
38433,4,3,10
38434,5,5,3
38434,5,28,3
38434,4,35,3
38435,5,12,6
38435,3,47,6
38436,2,23,7
38436,4,24,7
38436,1,40,7
38436,4,41,7
38436,5,43,7
38437,4,30,6
38437,1,31,6
38437,2,21,6
38438,1,9,10
38438,3,13,10
38438,2,31,10
38438,1,6,10
38439,2,12,10
38439,1,31,10
38439,3,36,10
38439,2,48,10
38440,4,34,10
38440,1,6,10
38440,3,30,10
38440,2,31,10
38440,4,32,10
38440,4,3,10
38441,3,23,1
38441,3,24,1
38441,2,40,1
38441,5,41,1
38441,2,43,1
38442,5,7,4
38442,5,11,4
38442,1,37,4
38442,2,45,4
38443,5,12,4
38443,1,8,4
38443,1,18,4
38443,3,9,4
38443,1,30,4
38444,3,48,1
38444,3,46,1
38444,2,2,1
38445,2,22,8
38446,1,0,3
38446,5,46,3
38446,3,2,3
38447,4,21,4
38447,3,17,4
38447,4,23,4
38447,3,2,4
38447,2,43,4
38448,4,49,11
38448,5,44,11
38448,4,35,11
38448,2,15,11
38448,2,11,11
38449,2,12,10
38449,4,11,10
38449,2,25,10
38450,4,34,7
38451,2,12,11
38452,5,14,5
38452,1,10,5
38453,1,33,9
38453,4,44,9
38453,2,28,9
38454,5,1,4
38454,3,19,4
38454,4,27,4
38454,1,7,4
38455,3,18,3
38456,2,17,9
38456,3,47,9
38456,4,29,9
38456,4,7,9
38456,1,35,9
38457,2,36,4
38457,1,14,4
38458,4,15,7
38458,5,21,7
38459,2,0,2
38459,4,46,2
38459,5,2,2
38460,2,17,4
38460,5,47,4
38460,1,29,4
38461,1,16,5
38461,1,32,5
38461,5,45,5
38462,2,23,9
38462,4,38,9
38463,1,4,7
38463,5,23,7
38463,4,3,7
38463,4,35,7
38464,5,4,5
38464,4,9,5
38465,2,0,12
38465,3,46,12
38465,5,2,12
38466,1,7,5
38466,5,11,5
38466,2,37,5
38467,1,16,4
38467,5,32,4
38467,5,41,4
38467,2,49,4
38467,4,20,4
38467,1,25,4
38467,1,9,4
38468,5,10,4
38468,2,22,4
38468,3,47,4
38468,1,39,4
38468,1,12,4
38469,5,35,11
38470,2,7,1
38470,1,15,1
38470,3,0,1
38470,5,16,1
38471,1,28,10
38471,1,27,10
38471,3,0,10
38471,2,2,10
38472,4,18,1
38472,1,35,1
38473,4,48,1
38473,4,47,1
38473,3,18,1
38474,4,9,9
38474,5,34,9
38475,3,17,4
38475,5,47,4
38475,1,29,4
38476,1,3,12
38476,2,23,12
38476,2,2,12
38476,4,38,12
38477,3,7,3
38477,3,11,3
38477,5,37,3
38477,3,45,3
38477,4,38,3
38477,2,2,3
38477,4,34,3
38477,5,32,3
38478,2,9,11
38478,4,35,11
38478,2,41,11
